Gene type	Gene name
snRNA	RNU5A-5P
miRNA	MIR3121
snRNA	RNU6-89P
snRNA	RNU6-1248P
snRNA	RNU6-1205P
miRNA	MIR488
miRNA	MIR5008
rRNA_pseudogene	RNA5SP73
snRNA	RNU6-152P
misc_RNA	RN7SKP156
snoRNA	
snoRNA	SNORA70H
snRNA	RNU2-19P
rRNA_pseudogene	RNA5SP65
misc_RNA	Y_RNA
snoRNA	U3
misc_RNA	RN7SKP49
miRNA	MIR1537
snoRNA	SNORA72
rRNA_pseudogene	RNA5SP62
misc_RNA	Y_RNA
snRNA	RNU5A-8P
misc_RNA	RN7SL269P
snoRNA	
snRNA	RNU6-1319P
misc_RNA	Y_RNA
misc_RNA	Y_RNA
snoRNA	SNORA70
misc_RNA	
miRNA	MIR3122
misc_RNA	Y_RNA
rRNA_pseudogene	RNA5SP63
misc_RNA	RN7SKP98
misc_RNA	Y_RNA
rRNA_pseudogene	RNA5SP77
rRNA_pseudogene	5S_rRNA
snRNA	RNU6-418P
misc_RNA	RN7SKP12
misc_RNA	Y_RNA
miRNA	MIR3124
snRNA	RNU6-1240P
miRNA	MIR4426
lncRNA	
misc_RNA	Y_RNA
processed_pseudogene	
processed_pseudogene	
transcribed_processed_pseudogene	
processed_pseudogene	
lncRNA	
lncRNA	TMCO1-AS1
protein_coding	GUCY2D
processed_pseudogene	
protein_coding	CAMK2N1
protein_coding	MUL1
protein_coding	
processed_pseudogene	RPS4XP4
lncRNA	BEAN1-AS1
protein_coding	FAM43B
protein_coding	CDA
protein_coding	NTRK3
protein_coding	
TEC	
protein_coding	PINK1
protein_coding	ALOX15B
protein_coding	SRA1
miRNA	MIR6084
lncRNA	PINK1-AS
processed_pseudogene	ZNF101P2
protein_coding	TK2
snoRNA	SCARNA18B
lncRNA	
protein_coding	ALDH1B1
protein_coding	CDC73
lncRNA	LINC01940
miRNA	MIR4440
miRNA	MIR4441
protein_coding	IGFBPL1
lncRNA	
lncRNA	
miRNA	MIR4269
miRNA	MIR2467
lncRNA	
lncRNA	
processed_pseudogene	ARMC8P1
processed_pseudogene	TCEA1P3
processed_pseudogene	GAS2L1P1
processed_pseudogene	VN1R48P
processed_pseudogene	
processed_pseudogene	FAM220BP
protein_coding	LCLAT1
transcribed_processed_pseudogene	CYP4F33P
protein_coding	JADE2
protein_coding	C19orf33
protein_coding	FAM95C
lncRNA	
protein_coding	FUT1
lncRNA	
transcribed_unprocessed_pseudogene	SNX18P3
protein_coding	ANKRD18A
miRNA	MIR1278
processed_pseudogene	
protein_coding	B3GALT2
protein_coding	TRMT1
protein_coding	NBEAL2
misc_RNA	Metazoa_SRP
lncRNA	LINC01031
processed_pseudogene	
processed_pseudogene	
processed_pseudogene	
processed_pseudogene	MZT1P2
lncRNA	LINC01758
protein_coding	UBN2
lncRNA	
processed_pseudogene	SGO1P1
lncRNA	
misc_RNA	RN7SL538P
transcribed_processed_pseudogene	PIN1P1
lncRNA	
lncRNA	LRRC7-AS1
unprocessed_pseudogene	ALOXE3P1
protein_coding	LRRC40
protein_coding	ALOX12B
protein_coding	WDR55
protein_coding	NOSTRIN
lncRNA	FAM201A
processed_pseudogene	YWHABP1
snRNA	RNU6-765P
snRNA	RNU6-206P
misc_RNA	RN7SL242P
snRNA	RNU7-154P
lncRNA	
protein_coding	B3GALT9
processed_pseudogene	
protein_coding	ANKRD13C
processed_pseudogene	
processed_pseudogene	
protein_coding	DENND4C
protein_coding	CELF2
protein_coding	FEZF1
protein_coding	SMIM33
protein_coding	HMHB1
lncRNA	
protein_coding	CCDC192
miRNA	MIR4314
protein_coding	HES7
lncRNA	HHLA3-AS1
protein_coding	CTH
protein_coding	IL31RA
protein_coding	AASS
protein_coding	PER1
processed_pseudogene	MED28P6
lncRNA	NTRK3-AS1
processed_pseudogene	
protein_coding	LCTL
misc_RNA	Metazoa_SRP
lncRNA	
protein_coding	CLIP3
processed_pseudogene	CHORDC1P5
processed_pseudogene	CASP3P1
lncRNA	
protein_coding	E2F2
lncRNA	
protein_coding	ID3
lncRNA	
unprocessed_pseudogene	
protein_coding	RPL11
transcribed_unitary_pseudogene	NRADDP
processed_pseudogene	MRPL57P3
lncRNA	ACVR2B-AS1
protein_coding	OR4F4
protein_coding	ACVR2B
protein_coding	THAP8
protein_coding	MFGE8
protein_coding	PITHD1
TEC	
protein_coding	POLR2I
protein_coding	LYPLA2
lncRNA	
lncRNA	
lncRNA	
protein_coding	RPS6
protein_coding	TBCB
protein_coding	WDSUB1
misc_RNA	Y_RNA
processed_pseudogene	DDTP1
processed_pseudogene	RPL18AP7
processed_pseudogene	NDUFA5P3
lncRNA	
protein_coding	ACER2
processed_pseudogene	LRRFIP1P1
miRNA	MIR6883
protein_coding	ZNF639
protein_coding	
lncRNA	
transcribed_processed_pseudogene	MAP1LC3BP1
protein_coding	VAMP2
processed_pseudogene	C11orf98P1
unprocessed_pseudogene	
lncRNA	
processed_pseudogene	
processed_pseudogene	
protein_coding	SLC24A2
protein_coding	OR2Y1
protein_coding	GPR151
protein_coding	GALE
protein_coding	TCERG1
protein_coding	TMEM107
TEC	
protein_coding	EHBP1
protein_coding	CAPNS1
protein_coding	RIC1
snoRNA	SNORD118
lncRNA	
miRNA	MIR4521
protein_coding	BORCS6
TEC	
processed_pseudogene	
protein_coding	AURKB
lncRNA	
protein_coding	MFN1
protein_coding	GOLGA8S
protein_coding	CFHR2
processed_pseudogene	
miRNA	MIR4285
unprocessed_pseudogene	
misc_RNA	Y_RNA
unprocessed_pseudogene	PMS2P12
protein_coding	PRKRIP1
misc_RNA	RN7SL536P
lncRNA	
protein_coding	GOLGA8N
protein_coding	KCTD5
unprocessed_pseudogene	
protein_coding	CFHR5
TEC	
processed_pseudogene	SEPTIN14P12
protein_coding	PRSS27
misc_RNA	RN7SL346P
processed_pseudogene	
protein_coding	TKFC
processed_pseudogene	MRPS21P3
protein_coding	CIB1
lncRNA	
unprocessed_pseudogene	
misc_RNA	Y_RNA
lncRNA	
protein_coding	RELN
processed_pseudogene	THAP12P8
transcribed_processed_pseudogene	RFKP1
processed_pseudogene	HNRNPA1P42
processed_pseudogene	
miRNA	MIR3123
processed_pseudogene	
lncRNA	
lncRNA	
protein_coding	VRK2
TEC	
misc_RNA	RN7SL736P
lncRNA	
protein_coding	B2M
protein_coding	PCDHGA1
lncRNA	SRRM2-AS1
lncRNA	
protein_coding	PCDHGA2
protein_coding	
lncRNA	
protein_coding	ZNF468
protein_coding	APCS
processed_pseudogene	
unprocessed_pseudogene	CRPP1
protein_coding	CRP
lncRNA	
protein_coding	SRRM2
processed_pseudogene	AK4P4
protein_coding	MLANA
lncRNA	ARHGEF18-AS1
protein_coding	CTC1
lncRNA	
lncRNA	
protein_coding	PCDHGA3
lncRNA	
protein_coding	TEX9
protein_coding	WDR62
protein_coding	PCDHGB1
processed_pseudogene	
protein_coding	CFAP70
protein_coding	DUSP23
lncRNA	
protein_coding	PCDHGA4
protein_coding	CYB561A3
protein_coding	PCDHGB2
protein_coding	FCRL6
protein_coding	PCDHGA5
protein_coding	PCDHGB3
protein_coding	PCDHGA6
lncRNA	
protein_coding	PCDHGA7
protein_coding	ERMP1
protein_coding	EHD4
protein_coding	GNB4
protein_coding	PCDHGB4
protein_coding	PCDHGA8
lncRNA	
lncRNA	EHD4-AS1
protein_coding	ATE1
lncRNA	PLA2G4E-AS1
lncRNA	
protein_coding	PLA2G4D
protein_coding	PCDHGA9
protein_coding	SLAMF8
protein_coding	PCDHGA10
protein_coding	PCDHGB7
snoRNA	
protein_coding	VSIG8
protein_coding	PCDHGA11
lncRNA	
protein_coding	PLA2G4E
protein_coding	PFAS
protein_coding	CFAP45
transcribed_unitary_pseudogene	PCDHGB8P
lncRNA	
protein_coding	PCDHGA12
TEC	
protein_coding	CPSF7
unprocessed_pseudogene	PCDHGB9P
lncRNA	
protein_coding	PCDHGC3
processed_pseudogene	
protein_coding	TPM1
snRNA	RNU1-65P
miRNA	MIR4259
processed_pseudogene	HMGN2P8
lncRNA	
lncRNA	
TEC	
protein_coding	NDUFA3
protein_coding	SLAMF9
protein_coding	GHITM
lncRNA	
lncRNA	
processed_pseudogene	
processed_pseudogene	MTHFD2P7
lncRNA	
snoRNA	SNORA3C
unprocessed_pseudogene	
protein_coding	ACTL6A
protein_coding	PRSS41
protein_coding	
protein_coding	PRSS21
lncRNA	CERNA2
protein_coding	C10orf99
protein_coding	CDHR1
lncRNA	SNHG28
lncRNA	
misc_RNA	RN7SL68P
protein_coding	SLC25A35
protein_coding	PCDHGC4
protein_coding	STON1
protein_coding	PRPF31
protein_coding	ORC5
lncRNA	
miRNA	MIR4254
lncRNA	
scaRNA	SCARNA11
lncRNA	
lncRNA	
lncRNA	
lncRNA	
protein_coding	YAF2
protein_coding	
snoRNA	U3
lncRNA	
protein_coding	PCDHGC5
protein_coding	ATP1A1
protein_coding	IL11RA
protein_coding	RANGRF
protein_coding	ERMN
lncRNA	DIAPH1-AS1
processed_pseudogene	RPS27AP10
lncRNA	
protein_coding	HDAC3
processed_pseudogene	EIF1P4
protein_coding	PRSS22
processed_pseudogene	
protein_coding	ARHGEF15
protein_coding	CERS6
protein_coding	LRIT2
protein_coding	OPN1SW
protein_coding	FKBP15
protein_coding	PPHLN1
lncRNA	
protein_coding	C16orf89
processed_pseudogene	TFAMP1
lncRNA	
lncRNA	
lncRNA	
lncRNA	ELFN1-AS1
lncRNA	
protein_coding	RGR
lncRNA	
snoRNA	
lncRNA	
miRNA	MIR4655
protein_coding	MRM2
protein_coding	ODF4
protein_coding	CD8A
lncRNA	
protein_coding	
lncRNA	
snRNA	RNU6-817P
lncRNA	
protein_coding	SNX8
lncRNA	LINC01762
protein_coding	RPL26
protein_coding	MRPL47
lncRNA	
protein_coding	DEF8
misc_RNA	Y_RNA
lncRNA	
lncRNA	
protein_coding	ZBTB41
lncRNA	PRPF31-AS1
protein_coding	RELL2
protein_coding	CNOT3
protein_coding	EFNA4
miRNA	MIR6836
processed_pseudogene	IMMP1LP3
transcribed_unitary_pseudogene	KIF19BP
protein_coding	LRIT1
processed_pseudogene	
protein_coding	ITGB1BP1
protein_coding	CHST12
lncRNA	LINC00858
snoRNA	
protein_coding	
protein_coding	MYD88
protein_coding	EFNA3
protein_coding	MAD1L1
protein_coding	PCDHGB5
processed_pseudogene	RPL12P29
processed_pseudogene	TNPO1P1
processed_pseudogene	CACYBPP1
lncRNA	EXOC3-AS1
protein_coding	VIM
snRNA	RNU7-43P
processed_pseudogene	PPIAP52
TEC	
protein_coding	AHRR
processed_pseudogene	
protein_coding	
misc_RNA	Y_RNA
protein_coding	CCDC42
protein_coding	EFNA1
protein_coding	MFSD6L
protein_coding	PIK3R6
protein_coding	SDHAF2
protein_coding	PAM
protein_coding	SLC50A1
protein_coding	CPN2
protein_coding	PPP1R32
protein_coding	LRRC15
processed_pseudogene	
snRNA	RNU6-1101P
processed_pseudogene	RPL23AP93
lncRNA	TMEM44-AS2
lncRNA	
lncRNA	PIK3R5-DT
protein_coding	LSG1
lncRNA	
protein_coding	NTN1
protein_coding	RUSC2
lncRNA	
lncRNA	
protein_coding	STX8
protein_coding	
misc_RNA	RN7SL556P
protein_coding	OCM
protein_coding	RMI1
protein_coding	TMEM72
protein_coding	ZNF131
protein_coding	FAM43A
protein_coding	CCZ1
protein_coding	BHLHE40
lncRNA	
protein_coding	AQP7
protein_coding	LRRC20
protein_coding	LRRC10B
TEC	
lncRNA	
miRNA	MIR6747
protein_coding	TUT1
lncRNA	
lncRNA	
lncRNA	
lncRNA	
lncRNA	
protein_coding	CFAP52
protein_coding	LENG1
processed_pseudogene	HMGN2P18
processed_pseudogene	RNF10P1
protein_coding	KRTCAP2
unprocessed_pseudogene	UBTFL8
processed_pseudogene	ADIPOR1P1
processed_pseudogene	
protein_coding	TMC4
protein_coding	EBLN1
lncRNA	
processed_pseudogene	PSME2P6
lncRNA	
TEC	
lncRNA	
protein_coding	MTA2
processed_pseudogene	RPL31P45
protein_coding	COMMD3
misc_RNA	Y_RNA
processed_pseudogene	
protein_coding	ARL8B
protein_coding	UBE2F
protein_coding	
processed_pseudogene	
miRNA	MIR92B
protein_coding	INMT-MINDY4
protein_coding	THBS3
protein_coding	MINDY4
lncRNA	
lncRNA	
protein_coding	EDEM1
protein_coding	C5orf63
processed_pseudogene	RPL19P18
lncRNA	
lncRNA	
protein_coding	
protein_coding	USP43
protein_coding	ARHGEF28
protein_coding	AQP1
processed_pseudogene	
protein_coding	MBOAT7
protein_coding	ZCRB1
miRNA	MIR4790
misc_RNA	RN7SL553P
lncRNA	
lncRNA	
lncRNA	TPM1-AS
lncRNA	
protein_coding	EML3
lncRNA	
lncRNA	
snRNA	RNU1-62P
lncRNA	
processed_pseudogene	
lncRNA	
protein_coding	GHRHR
lncRNA	
lncRNA	WNT5A-AS1
lncRNA	
protein_coding	LACTB
protein_coding	NOL6
protein_coding	ERC2
protein_coding	COMMD3-BMI1
protein_coding	TAF1C
protein_coding	RPS27L
lncRNA	
miRNA	MIR7851
snoRNA	SNORA74
lncRNA	
lncRNA	
snRNA	RNU6-249P
lncRNA	
processed_pseudogene	
lncRNA	
protein_coding	GLP2R
misc_RNA	Y_RNA
lncRNA	
protein_coding	IFFO1
processed_pseudogene	
protein_coding	BMI1
protein_coding	MEX3B
lncRNA	LINC01583
protein_coding	EXOSC2
lncRNA	
snRNA	RNU1-77P
lncRNA	
protein_coding	SAXO2
protein_coding	TSEN34
transcribed_unprocessed_pseudogene	ADAMTS7P1
protein_coding	GOLGA6L10
lncRNA	
lncRNA	ERC2-IT1
miRNA	MIR3938
misc_RNA	RN7SKP45
rRNA_pseudogene	RNA5SP133
protein_coding	CCDC66
lncRNA	
unprocessed_pseudogene	MTX1P1
transcribed_unprocessed_pseudogene	UBE2Q2P2
processed_pseudogene	NPM1P45
protein_coding	RCVRN
transcribed_processed_pseudogene	
protein_coding	GBA
protein_coding	ADCYAP1R1
lncRNA	
protein_coding	GOLGA6L9
processed_pseudogene	RPS27AP1
lncRNA	
transcribed_unprocessed_pseudogene	UBE2Q2P6
protein_coding	MYH13
transcribed_unprocessed_pseudogene	CSPG4P10
lncRNA	
protein_coding	RPS9
unprocessed_pseudogene	
transcribed_unprocessed_pseudogene	GOLGA2P10
lncRNA	
lncRNA	
lncRNA	
protein_coding	ADRB1
lncRNA	
snRNA	RNU6-709P
processed_pseudogene	UBE2V1P5
protein_coding	CCDC186
transcribed_unprocessed_pseudogene	GOLGA6L17P
unprocessed_pseudogene	DNM1P38
snoRNA	SNORD62
lncRNA	
miRNA	MIR3621
lncRNA	
protein_coding	RNF208
protein_coding	RPS17
protein_coding	SNAPC4
protein_coding	TMEM233
lncRNA	
lncRNA	MYHAS
misc_RNA	RN7SKP197
lncRNA	
protein_coding	PRKAB1
protein_coding	MYH8
ribozyme	
miRNA	MIR2110
protein_coding	FAM240B
protein_coding	VWA2
miRNA	MIR199B
miRNA	MIR3154
protein_coding	
protein_coding	GOLGA2
processed_pseudogene	
lncRNA	
lncRNA	
lncRNA	
misc_RNA	RN7SL418P
lncRNA	
lncRNA	
processed_pseudogene	AURKAP2
protein_coding	SCN11A
protein_coding	ROM1
protein_coding	EFL1
unprocessed_pseudogene	
lncRNA	
lncRNA	
processed_pseudogene	
lncRNA	
processed_pseudogene	
protein_coding	KPNA7
protein_coding	LILRA6
lncRNA	
rRNA_pseudogene	RNA5SP315
lncRNA	
lncRNA	LINC02634
snRNA	RNU6-794P
snRNA	RNU6-1167P
protein_coding	B3GAT3
lncRNA	CCNY-AS1
protein_coding	SCAMP3
protein_coding	SYT15
protein_coding	POLD2
protein_coding	CIT
protein_coding	DMXL1
lncRNA	
lncRNA	
protein_coding	WWP2
protein_coding	RHCG
lncRNA	
protein_coding	MYH4
lncRNA	
protein_coding	CLK2
protein_coding	GANAB
transcribed_unprocessed_pseudogene	SHLD2P1
lncRNA	LINC02637
protein_coding	ODF2
processed_pseudogene	RHEBP1
misc_RNA	RN7SL248P
protein_coding	GPRIN2
protein_coding	PLEKHA1
protein_coding	MFSD2B
unprocessed_pseudogene	
protein_coding	LILRB5
lncRNA	LINC00928
protein_coding	MYH1
lncRNA	
protein_coding	SH3PXD2A
lncRNA	
protein_coding	TICRR
protein_coding	HCN3
protein_coding	DYNC1I2
protein_coding	WDFY4
snRNA	RNU6-1307P
processed_pseudogene	
lncRNA	
protein_coding	LILRB2
protein_coding	NUB1
protein_coding	PKLR
lncRNA	
protein_coding	KIF7
protein_coding	MAGEF1
lncRNA	LINC02069
lncRNA	
lncRNA	
lncRNA	
protein_coding	C3orf70
protein_coding	MYH2
protein_coding	RHBDL1
lncRNA	EHHADH-AS1
processed_pseudogene	EIF2S2P2
miRNA	MIR5588
protein_coding	IL23R
protein_coding	VPS8
protein_coding	MRPL43
protein_coding	ZNF300
snRNA	RNU6-586P
snRNA	RNU4ATAC4P
processed_pseudogene	DNAJB6P4
snRNA	RNU6-387P
snRNA	RNU6-1031P
processed_pseudogene	
protein_coding	CR1L
protein_coding	LDAF1
protein_coding	FANCI
protein_coding	FAT2
unprocessed_pseudogene	CD46P1
unprocessed_pseudogene	CDCA4P3
lncRNA	
unprocessed_pseudogene	CDCA4P4
lncRNA	MIR29B2CHG
protein_coding	CD34
protein_coding	PTX4
protein_coding	SLC25A48
protein_coding	AMDHD2
protein_coding	TAS2R39
lncRNA	
protein_coding	TAS2R40
protein_coding	CREM
TEC	
protein_coding	GSTK1
lncRNA	
lncRNA	LINC02767
unprocessed_pseudogene	OR10J6P
snRNA	RNU6-828P
miRNA	
snRNA	RNU6-37P
misc_RNA	RN7SL731P
lncRNA	
lncRNA	
protein_coding	KIAA0825
protein_coding	PGD
protein_coding	PRELID2
lncRNA	
protein_coding	CENPS-CORT
lncRNA	
protein_coding	MYH3
miRNA	MIR4752
protein_coding	CENPS
protein_coding	ARHGEF18
protein_coding	TENT2
protein_coding	DFFA
snoRNA	
protein_coding	PIK3R4
protein_coding	CYP2A7
protein_coding	NOD2
lncRNA	TMEM139-AS1
protein_coding	TMEM139
lncRNA	
processed_pseudogene	NSA2P1
snoRNA	SNORA77
protein_coding	LAX1
protein_coding	MARCHF2
protein_coding	ZBED6
protein_coding	INTS5
protein_coding	
processed_pseudogene	
protein_coding	CASP2
processed_pseudogene	RPL35AP5
protein_coding	
protein_coding	SNRPE
protein_coding	C11orf98
processed_pseudogene	KRT8P29
protein_coding	CSKMT
protein_coding	SMPDL3B
protein_coding	FBXL19
protein_coding	ZNF573
lncRNA	
snoRNA	SNORA57
protein_coding	SCO1
protein_coding	UQCC3
protein_coding	UBXN1
misc_RNA	RN7SKP212
lncRNA	
protein_coding	MCCC2
processed_pseudogene	GSTO3P
TEC	
lncRNA	
misc_RNA	Y_RNA
processed_pseudogene	
processed_pseudogene	
protein_coding	LSM14A
lncRNA	
lncRNA	
protein_coding	ADPRM
snRNA	RNU6-726P
protein_coding	CLDN1
misc_RNA	RN7SL535P
misc_RNA	RN7SL481P
processed_pseudogene	HINT1P1
protein_coding	TMEM220
processed_pseudogene	GCNT1P3
protein_coding	FAM131B
protein_coding	CLDN16
lncRNA	
processed_pseudogene	
misc_RNA	RN7SL559P
protein_coding	XKR8
protein_coding	BCL7C
protein_coding	FAM89A
transcribed_processed_pseudogene	MAGOH2P
lncRNA	TMEM220-AS1
miRNA	MIR1182
processed_pseudogene	
processed_pseudogene	
protein_coding	ATP2C1
lncRNA	TRIM67-AS1
protein_coding	C1orf131
lncRNA	
protein_coding	MKNK2
lncRNA	
processed_pseudogene	
protein_coding	NR4A3
lncRNA	
protein_coding	RNF40
lncRNA	
protein_coding	TMEM238L
TEC	
lncRNA	FAM131B-AS1
protein_coding	PIRT
lncRNA	C5orf38
protein_coding	ZYX
lncRNA	
lncRNA	LINC01962
snRNA	RNU6-1065P
processed_pseudogene	RPL15P21
misc_RNA	RN7SL601P
lncRNA	
protein_coding	TRIM7
protein_coding	SHISA6
lncRNA	
protein_coding	STX17
miRNA	MIR1178
processed_pseudogene	RPL35AP30
lncRNA	LINC01144
protein_coding	
misc_RNA	Metazoa_SRP
protein_coding	MLF2
protein_coding	LRRN4CL
protein_coding	TOE1
lncRNA	
protein_coding	HNRNPUL2-BSCL2
protein_coding	DNAH9
protein_coding	GNG3
protein_coding	LSR
protein_coding	TESK2
protein_coding	HNRNPUL2
lncRNA	TRIM7-AS1
lncRNA	
lncRNA	
protein_coding	TRIM41
protein_coding	DLAT
processed_pseudogene	PPIAP36
protein_coding	CCDC163
miRNA	MIR6892
protein_coding	EPHA1
lncRNA	
misc_RNA	RN7SL75P
processed_pseudogene	RPS2P35
processed_pseudogene	
transcribed_processed_pseudogene	NANOGP5
protein_coding	MMACHC
miRNA	MIR4638
lncRNA	
protein_coding	RACK1
protein_coding	CDK5RAP2
lncRNA	LINC02897
processed_pseudogene	FGFR3P6
processed_pseudogene	
processed_pseudogene	
lncRNA	
transcribed_unprocessed_pseudogene	ZNF731P
miRNA	MIR3916
rRNA_pseudogene	RNA5SP82
lncRNA	
unitary_pseudogene	TAS2R62P
processed_pseudogene	
protein_coding	TAS2R60
processed_pseudogene	VN1R17P
polymorphic_pseudogene	VN1R5
protein_coding	TAS2R41
unitary_pseudogene	OR2R1P
protein_coding	MTA3
misc_RNA	Y_RNA
lncRNA	
polymorphic_pseudogene	OR10AC1
lncRNA	
processed_pseudogene	
transcribed_unprocessed_pseudogene	OR2W5P
processed_pseudogene	PAICSP5
protein_coding	TXNDC11
protein_coding	CTAGE15
snRNA	RNU6-162P
processed_pseudogene	
unprocessed_pseudogene	TCAF1P1
lncRNA	
lncRNA	
transcribed_unprocessed_pseudogene	
lncRNA	
lncRNA	
protein_coding	GCSAML
lncRNA	
lncRNA	LINC02649
protein_coding	TCAF2C
lncRNA	
lncRNA	
lncRNA	
lncRNA	IATPR
lncRNA	TNKS2-DT
lncRNA	
protein_coding	AKAP9
lncRNA	LINC02642
transcribed_processed_pseudogene	C10orf88B
lncRNA	LINC00836
protein_coding	RTBDN
protein_coding	PHB2
protein_coding	NMRAL1
lncRNA	LINC01374
lncRNA	TSPAN14-AS1
lncRNA	LINC02669
lncRNA	
lncRNA	
lncRNA	
lncRNA	
lncRNA	ZNF503-AS1
protein_coding	SLC3A2
lncRNA	
protein_coding	OR2G2
snoRNA	SNORD81
protein_coding	NFYB
lncRNA	
lncRNA	
protein_coding	OR2G3
transcribed_unitary_pseudogene	ATE1-AS1
protein_coding	HPN
snRNA	U6
lncRNA	
protein_coding	HAGHL
unprocessed_pseudogene	OR3D1P
lncRNA	
processed_pseudogene	
lncRNA	
processed_pseudogene	
lncRNA	CREB3L2-AS1
lncRNA	
lncRNA	
lncRNA	
lncRNA	LINC00845
protein_coding	DGKI
lncRNA	
protein_coding	NLRP3
lncRNA	LINC01164
lncRNA	
rRNA_pseudogene	RNA5SP370
lncRNA	
lncRNA	LINC02385
lncRNA	ITGB1-DT
lncRNA	
lncRNA	
processed_pseudogene	RPL18AP3
protein_coding	EID3
lncRNA	SLC18A2-AS1
protein_coding	RNFT2
lncRNA	TMEM72-AS1
protein_coding	CHRM1
lncRNA	
misc_RNA	RN7SL259P
transcribed_unprocessed_pseudogene	
protein_coding	ME3
protein_coding	BCL2L12
lncRNA	LINC02660
lncRNA	
lncRNA	UNC5B-AS1
protein_coding	HMGA2
protein_coding	CMTM1
lncRNA	
lncRNA	PPP3CB-AS1
lncRNA	
lncRNA	
protein_coding	ZNF18
protein_coding	STAG3
lncRNA	LINC01515
protein_coding	IDH1
transcribed_processed_pseudogene	
protein_coding	MAP2K4
snoRNA	SNORD96A
snoRNA	SNORD95
lncRNA	
lncRNA	
unprocessed_pseudogene	
snRNA	RNU6-705P
protein_coding	TRIM52
protein_coding	IFTAP
lncRNA	LINC02900
protein_coding	MACROH2A1
transcribed_unprocessed_pseudogene	PARGP1
lncRNA	LNCAROD
snRNA	RNU6-991P
protein_coding	CNOT2
misc_RNA	Y_RNA
processed_pseudogene	
lncRNA	
lncRNA	
lncRNA	CHRM3-AS2
lncRNA	VIM-AS1
lncRNA	
lncRNA	
lncRNA	
transcribed_processed_pseudogene	ZNF37BP
snoRNA	
lncRNA	CHRM3-AS1
snoRNA	
lncRNA	
snRNA	RNU11-2P
processed_pseudogene	
miRNA	MIR744
protein_coding	CDH3
processed_pseudogene	
lncRNA	
lncRNA	
processed_pseudogene	RPS7P5
processed_pseudogene	
lncRNA	
misc_RNA	Y_RNA
processed_pseudogene	ADH5P3
lncRNA	LINC00670
lncRNA	
protein_coding	CHRM3
lncRNA	
lncRNA	MYOCD-AS1
lncRNA	ARHGAP44-AS1
miRNA	MIR1269B
TEC	
lncRNA	
lncRNA	
lncRNA	
lncRNA	
protein_coding	ELAC2
lncRNA	
lncRNA	ZMIZ1-AS1
protein_coding	FAM102B
lncRNA	
lncRNA	CFAP58-DT
lncRNA	WDR11-DT
protein_coding	PRR19
lncRNA	MACORIS
lncRNA	
lncRNA	
protein_coding	
lncRNA	
lncRNA	
protein_coding	PIH1D2
lncRNA	
lncRNA	
lncRNA	PDCD4-AS1
lncRNA	NUTM2A-AS1
lncRNA	
protein_coding	DPP9
processed_pseudogene	
transcribed_processed_pseudogene	HSPE1P5
protein_coding	CDH1
protein_coding	HENMT1
protein_coding	PID1
protein_coding	ARAP1
protein_coding	SERPINE2
protein_coding	
lncRNA	COMETT
protein_coding	FAM126A
lncRNA	KLHL7-DT
processed_pseudogene	AK3P3
protein_coding	BABAM2
protein_coding	GPR85
lncRNA	
lncRNA	
lncRNA	CELF2-DT
lncRNA	
lncRNA	
lncRNA	
protein_coding	PRPF38B
lncRNA	C10orf71-AS1
lncRNA	
protein_coding	NUDT1
lncRNA	
protein_coding	DCANP1
protein_coding	TIFAB
transcribed_unprocessed_pseudogene	SVIL-AS1
lncRNA	
protein_coding	PDCD6
protein_coding	FNDC7
lncRNA	
lncRNA	
lncRNA	ADARB2-AS1
lncRNA	
protein_coding	STXBP3
lncRNA	
lncRNA	
lncRNA	
lncRNA	
lncRNA	
rRNA_pseudogene	RNA5SP429
lncRNA	
lncRNA	LINC00844
processed_pseudogene	FTLP14
protein_coding	DDX56
misc_RNA	Y_RNA
processed_pseudogene	
lncRNA	
processed_pseudogene	SNRPEP3
protein_coding	GP2
lncRNA	LINC00706
lncRNA	
lncRNA	
lncRNA	
lncRNA	
lncRNA	LINC00865
transcribed_unprocessed_pseudogene	GLUD1P3
lncRNA	
transcribed_unprocessed_pseudogene	SEPTIN7P9
protein_coding	FGFR4
lncRNA	
lncRNA	
protein_coding	ZNF559
lncRNA	
processed_pseudogene	
lncRNA	SPATA42
lncRNA	ENTPD1-AS1
processed_pseudogene	
processed_pseudogene	
processed_pseudogene	
processed_pseudogene	RANP5
lncRNA	TMEM167B-DT
protein_coding	TMEM167B
protein_coding	EIPR1
scaRNA	SCARNA2
lncRNA	
processed_pseudogene	
protein_coding	OR14L1P
protein_coding	DAP3
lncRNA	PRKCQ-AS1
lncRNA	
lncRNA	LINC02093
protein_coding	VAMP1
protein_coding	HS3ST3A1
miRNA	MIR548H3
lncRNA	
lncRNA	
lncRNA	
unprocessed_pseudogene	CDRT15P1
protein_coding	COX10
lncRNA	ZEB1-AS1
protein_coding	SNRPD2
lncRNA	OLMALINC
protein_coding	OR10H2
protein_coding	TGFBR3L
protein_coding	UNC50
protein_coding	GFY
protein_coding	DAND5
protein_coding	UMOD
protein_coding	EIF4H
protein_coding	OR10H5
protein_coding	OR10H3
protein_coding	OR7E24
protein_coding	OR1I1
lncRNA	
snoRNA	SNORA74
protein_coding	CDRT15
protein_coding	LARP4B
protein_coding	ARHGAP45
lncRNA	
protein_coding	HS3ST3B1
protein_coding	HNRNPA1
lncRNA	
lncRNA	
lncRNA	
protein_coding	MYO3B
