baseMean	log2FoldChange	lfcSE	pvalue	padj
RN7SL464P	0	NA	NA	NA	NA
AL445423.3	0	NA	NA	NA	NA
RNU6ATAC35P	0	NA	NA	NA	NA
AL445423.2	0	NA	NA	NA	NA
AL445423.1	0	NA	NA	NA	NA
LINC01352	0	NA	NA	NA	NA
HLX-AS1	0	NA	NA	NA	NA
HLX	0	NA	NA	NA	NA
AL445466.1	0	NA	NA	NA	NA
LINC02817	0	NA	NA	NA	NA
AL360013.2	0	NA	NA	NA	NA
AL360013.3	0	NA	NA	NA	NA
AL360013.1	0	NA	NA	NA	NA
AL360013.4	0	NA	NA	NA	NA
LINC01655	0	NA	NA	NA	NA
RNU6-403P	0	NA	NA	NA	NA
LINC02257	0	NA	NA	NA	NA
LINC02474	0	NA	NA	NA	NA
LINC01705	0	NA	NA	NA	NA
AL356108.1	0	NA	NA	NA	NA
QRSL1P2	0	NA	NA	NA	NA
AL513314.1	0	NA	NA	NA	NA
CICP13	0	NA	NA	NA	NA
RNU6-791P	0	NA	NA	NA	NA
AL592148.2	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
AL392172.2	0.69119865923378	0.0790213441295534	0.846057263683282	0.793434782090145	NA
AC093152.1	0	NA	NA	NA	NA
NDUFB1P2	0	NA	NA	NA	NA
AL929091.1	0	NA	NA	NA	NA
AL359979.2	0	NA	NA	NA	NA
AL359979.1	0	NA	NA	NA	NA
RNU4-57P	0	NA	NA	NA	NA
CCDC185	0	NA	NA	NA	NA
SNRPEP10	0.247422345439296	-0.134731106967243	0.904533477321011	0.744639869010722	NA
RNU6-1248P	0	NA	NA	NA	NA
CICP5	0	NA	NA	NA	NA
RNU6-1319P	0	NA	NA	NA	NA
AC138393.2	0.173436316636365	-0.0987961849362068	0.900471136575178	0.918861809899533	NA
RN7SKP49	0	NA	NA	NA	NA
AC092809.1	0.198014733130415	0.11215539910237	0.90321320655103	0.711727518997593	NA
AC092809.3	0	NA	NA	NA	NA
AC092809.5	0.816888128336492	-0.00909584743276878	0.832494143402002	0.977925620988919	NA
MIR320B2	0.588340181356672	-0.255513928231291	0.933390718811793	0.403147563998829	NA
AC092809.2	0	NA	NA	NA	NA
RNU6-1008P	0	NA	NA	NA	NA
MIR4742	0	NA	NA	NA	NA
AKR1B1P1	0	NA	NA	NA	NA
CNIH3-AS2	0	NA	NA	NA	NA
AC096537.1	0	NA	NA	NA	NA
AL596330.1	0	NA	NA	NA	NA
CNIH3-AS1	0	NA	NA	NA	NA
LINC02813	0	NA	NA	NA	NA
AL391811.1	0	NA	NA	NA	NA
LINC02765	0.888465069390363	-0.513928169124193	1.05379922371205	0.164337025225773	NA
AC092811.1	0.749694642292709	0.0398868364673697	0.846244004327518	0.890598456945118	NA
AC099066.2	0	NA	NA	NA	NA
AC099066.1	0	NA	NA	NA	NA
RNU6-1304P	0	NA	NA	NA	NA
AC099066.3	0.198014733130415	0.11215539910237	0.90321320655103	0.711727518997593	NA
LEFTY1	0.493957678611898	-0.246806493364971	0.927475901876066	0.454364338313961	NA
AL117348.2	0	NA	NA	NA	NA
MIR6741	0	NA	NA	NA	NA
AL117348.1	0	NA	NA	NA	NA
LEFTY2	0	NA	NA	NA	NA
NDUFA3P3	0	NA	NA	NA	NA
AL512343.1	0.183411699653107	0.110286592237651	0.902757645915862	0.711727518997593	NA
AL592045.1	0.319747609466999	0.0533118638041132	0.878470714168245	0.871926381541984	NA
MIXL1	0	NA	NA	NA	NA
YBX1P9	0	NA	NA	NA	NA
AL359742.1	0	NA	NA	NA	NA
AL359704.1	0	NA	NA	NA	NA
RPS3AP7	0.273773616736494	-0.145861159608036	0.905831851408218	0.713083678234867	NA
RN7SKP165	0	NA	NA	NA	NA
CDKN2AIPNLP1	0.198014733130415	0.11215539910237	0.90321320655103	0.711727518997593	NA
AL359704.2	0	NA	NA	NA	NA
STUM	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
ITPKB-IT1	0	NA	NA	NA	NA
ITPKB-AS1	0	NA	NA	NA	NA
RPS27P5	0	NA	NA	NA	NA
AL359732.1	0	NA	NA	NA	NA
AL353689.1	0.438820618733742	0.212736049430821	0.923064229243093	0.434699942073736	NA
AL353689.2	0	NA	NA	NA	NA
AL353689.3	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
AL451047.1	0.219410309366871	0.11466038038235	0.903845650194696	0.711727518997593	NA
AL627308.1	0.183411699653107	0.110286592237651	0.902757645915862	0.711727518997593	NA
AL627308.2	0	NA	NA	NA	NA
AL627308.3	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
LINC01641	0	NA	NA	NA	NA
AL606462.1	0	NA	NA	NA	NA
BTF3P9	0.54025971594258	0.108374845841925	0.871954522780684	0.631386448326682	NA
AL451054.2	0	NA	NA	NA	NA
AL451054.3	0	NA	NA	NA	NA
TUBB8P10	0	NA	NA	NA	NA
TUBB8P9	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
AL451054.1	0	NA	NA	NA	NA
AL451054.4	0	NA	NA	NA	NA
RNA5SP77	0	NA	NA	NA	NA
AL592310.1	0	NA	NA	NA	NA
ZNF847P	0	NA	NA	NA	NA
SNAP47-AS1	0.499026633430801	-0.0604356423205944	0.865752329975204	0.838421062593273	NA
PRSS38	0	NA	NA	NA	NA
WNT9A	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
MIR5008	0	NA	NA	NA	NA
CICP26	0	NA	NA	NA	NA
SEPTIN14P17	0	NA	NA	NA	NA
WNT3A	0	NA	NA	NA	NA
LINC02809	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
MIR3620	0	NA	NA	NA	NA
AL136379.1	0.548434245739682	-0.287020686311718	0.941150649225968	0.381641525757187	NA
AL359510.1	0	NA	NA	NA	NA
AL353593.3	0	NA	NA	NA	NA
AL670729.2	0	NA	NA	NA	NA
AL670729.1	0	NA	NA	NA	NA
MIR6742	0	NA	NA	NA	NA
H3-4	0.283748999753236	0.0402979127341121	0.879233406493516	0.877265841105416	NA
RPL23AP15	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
MIR4666A	0	NA	NA	NA	NA
H2BU2P	0	NA	NA	NA	NA
AL139288.2	0.294170090678336	-0.135619466751854	0.905958988297885	0.707991114343039	NA
BTNL10	0.768618307615087	-0.45675889974734	1.01678860414621	0.206647998254379	NA
RNA5SP19	0	NA	NA	NA	NA
RNA5SP162	0	NA	NA	NA	NA
RNA5S1	0	NA	NA	NA	NA
RNA5S2	0	NA	NA	NA	NA
RNA5S3	0	NA	NA	NA	NA
RNA5S4	0	NA	NA	NA	NA
RNA5S5	0	NA	NA	NA	NA
RNA5S6	0	NA	NA	NA	NA
RNA5S7	0	NA	NA	NA	NA
RNA5S8	0	NA	NA	NA	NA
RNA5S9	0	NA	NA	NA	NA
RNA5S10	0	NA	NA	NA	NA
RNA5S11	0	NA	NA	NA	NA
RNA5S12	0	NA	NA	NA	NA
RNA5S13	0	NA	NA	NA	NA
RNA5S14	0	NA	NA	NA	NA
RNA5S15	0	NA	NA	NA	NA
RNA5S16	0	NA	NA	NA	NA
RNA5S17	0	NA	NA	NA	NA
AL713899.1	0.467160699406343	0.135116570502428	0.881688691013851	0.647587123446242	NA
AL078624.2	0	NA	NA	NA	NA
AL078624.1	0	NA	NA	NA	NA
LINC02815	0	NA	NA	NA	NA
ISCA1P2	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
AL162595.2	0.273773616736494	-0.145861159608036	0.905831851408218	0.713083678234867	NA
TMEM78	0.493957678611898	-0.246806493364971	0.927475901876066	0.454364338313961	NA
AL117350.1	0.499026633430801	-0.0604356423205944	0.865752329975204	0.838421062593273	NA
RNU6-180P	0	NA	NA	NA	NA
RN7SKP276	0	NA	NA	NA	NA
AL160004.2	0	NA	NA	NA	NA
AL160004.1	0	NA	NA	NA	NA
AL121990.1	0.381426432783523	0.218747531080121	0.922806720191867	0.453081861797108	NA
RNU4-21P	0	NA	NA	NA	NA
RNA5SP78	0	NA	NA	NA	NA
HMGN2P19	0.665175432536758	0.259762350409283	0.901633111426156	0.420311017293649	NA
AL354983.1	0.183411699653107	0.110286592237651	0.902757645915862	0.711727518997593	NA
HMGB1P26	0	NA	NA	NA	NA
LINC01682	0.219410309366871	0.11466038038235	0.903845650194696	0.711727518997593	NA
LINC01736	0	NA	NA	NA	NA
AL136988.1	0	NA	NA	NA	NA
AL133516.1	0	NA	NA	NA	NA
LINC01737	0	NA	NA	NA	NA
AL158214.1	0	NA	NA	NA	NA
RNA5SP79	0	NA	NA	NA	NA
AL118511.4	0	NA	NA	NA	NA
AL118511.3	0	NA	NA	NA	NA
RN7SL837P	0	NA	NA	NA	NA
MIR1182	0	NA	NA	NA	NA
AL109810.1	0.219410309366871	0.11466038038235	0.903845650194696	0.711727518997593	NA
AL109810.2	0	NA	NA	NA	NA
RNA5SP80	0	NA	NA	NA	NA
AL117352.1	0.198014733130415	0.11215539910237	0.90321320655103	0.711727518997593	NA
AL445524.2	0	NA	NA	NA	NA
SNRPD2P2	0	NA	NA	NA	NA
TSNAX-DISC1	0	NA	NA	NA	NA
LINC00582	0	NA	NA	NA	NA
RNU5A-5P	0	NA	NA	NA	NA
AL136171.2	0.283748999753236	0.0402979127341121	0.879233406493516	0.877265841105416	NA
AL136171.1	0	NA	NA	NA	NA
DISC1-IT1	0.198014733130415	0.11215539910237	0.90321320655103	0.711727518997593	NA
AL353052.1	0	NA	NA	NA	NA
AL353052.2	0	NA	NA	NA	NA
BX323014.1	0	NA	NA	NA	NA
RN7SL299P	0	NA	NA	NA	NA
RNU6-1211P	0	NA	NA	NA	NA
LINC01745	0	NA	NA	NA	NA
LINC01744	0	NA	NA	NA	NA
MAP10	0	NA	NA	NA	NA
RNU1-74P	0	NA	NA	NA	NA
AL122003.2	0	NA	NA	NA	NA
AL122003.1	0.219410309366871	0.11466038038235	0.903845650194696	0.711727518997593	NA
AL133380.1	0	NA	NA	NA	NA
RNU4-77P	0	NA	NA	NA	NA
AL360006.1	0	NA	NA	NA	NA
MIR4427	0	NA	NA	NA	NA
AL357972.1	0.813454508758116	0.460891089563463	1.0346746243981	0.150761159215651	NA
AL663058.2	0	NA	NA	NA	NA
AL713868.1	0	NA	NA	NA	NA
SLC35F3	0	NA	NA	NA	NA
RAC1P7	0	NA	NA	NA	NA
AL122008.3	0	NA	NA	NA	NA
AL122008.1	0	NA	NA	NA	NA
AL122008.4	0	NA	NA	NA	NA
AL122008.2	0.183411699653107	0.110286592237651	0.902757645915862	0.711727518997593	NA
MIR4671	0	NA	NA	NA	NA
AL355472.1	0.298352033230544	0.0457288970454285	0.878883043802148	0.87503452632974	NA
LINC01354	0	NA	NA	NA	NA
AL161640.3	0	NA	NA	NA	NA
AL161640.4	0	NA	NA	NA	NA
AL161640.2	0	NA	NA	NA	NA
AL161640.1	0	NA	NA	NA	NA
AL160408.2	0	NA	NA	NA	NA
AL160408.5	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
AL160408.1	0.200674600200257	-0.110041361671484	0.902457281036016	0.805876960725246	NA
AL160408.4	0.173436316636365	-0.0987961849362068	0.900471136575178	0.918861809899533	NA
AL160408.3	0.728299066056253	0.0333510377198003	0.846490925500874	0.908128477769886	NA
AL160408.6	0.868955607715215	-0.523536131966929	1.06029100624649	0.161486405652489	NA
AL360294.1	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
AL391832.4	0.320521361975533	-0.165737334761015	0.908787865736251	0.653083846008603	NA
RNY4P16	0	NA	NA	NA	NA
RN7SL668P	0	NA	NA	NA	NA
AL391832.1	0.918998283239768	-0.254493218487864	0.883083891869093	0.430240435780334	NA
AL732292.1	0.198014733130415	0.11215539910237	0.90321320655103	0.711727518997593	NA
MIR4753	0	NA	NA	NA	NA
RPL23AP23	0.467160699406343	0.135116570502428	0.881688691013851	0.647587123446242	NA
AL357556.1	0.957684758439866	0.379804381274579	0.929203842079471	0.243640601437607	NA
AL357556.4	0.330496744992275	0.0222283466345799	0.875417065852502	0.870431432369172	NA
RPS21P1	0	NA	NA	NA	NA
MTCYBP14	0	NA	NA	NA	NA
MTND6P14	0	NA	NA	NA	NA
MTND5P19	0	NA	NA	NA	NA
MTND4P10	0	NA	NA	NA	NA
MTND4LP21	0	NA	NA	NA	NA
MTND3P8	0	NA	NA	NA	NA
MTCO3P46	0	NA	NA	NA	NA
FO393422.1	0	NA	NA	NA	NA
AL583844.1	0.173436316636365	-0.0987961849362068	0.900471136575178	0.918861809899533	NA
LYST-AS1	0	NA	NA	NA	NA
MIR1537	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
RNU6-968P	0	NA	NA	NA	NA
AL139161.1	0	NA	NA	NA	NA
LINC02768	0	NA	NA	NA	NA
NID1	0.612256935370107	0.132883972517436	0.874047459544561	0.569835160862384	NA
AL122018.2	0	NA	NA	NA	NA
AL122018.1	0.838611749173124	0.16874412286108	0.850540627401265	0.607320418850821	NA
AL122018.3	0	NA	NA	NA	NA
RNU2-70P	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
AL450309.1	0.173436316636365	-0.0987961849362068	0.900471136575178	0.918861809899533	NA
EDARADD	0.298352033230544	0.0457288970454285	0.878883043802148	0.87503452632974	NA
ENO1P1	0	NA	NA	NA	NA
LGALS8-AS1	0.668281007514958	-0.391555385082207	0.981119001124831	0.266299075500651	NA
ACTN2	0	NA	NA	NA	NA
RPSAP21	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
MT1HL1	0	NA	NA	NA	NA
AL359259.1	0	NA	NA	NA	NA
RN7SKP195	0	NA	NA	NA	NA
MIR4428	0	NA	NA	NA	NA
AL442065.1	0	NA	NA	NA	NA
AL359924.1	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
ZP4	0	NA	NA	NA	NA
AL590396.1	0	NA	NA	NA	NA
AL590396.3	0	NA	NA	NA	NA
AL590396.2	0	NA	NA	NA	NA
AL590396.4	0	NA	NA	NA	NA
MTRNR2L11	0.219410309366871	0.11466038038235	0.903845650194696	0.711727518997593	NA
MTCYBP15	0	NA	NA	NA	NA
MTND6P15	0	NA	NA	NA	NA
MTND5P18	0	NA	NA	NA	NA
YWHAQP9	0	NA	NA	NA	NA
AL356010.2	0	NA	NA	NA	NA
AL356010.1	0	NA	NA	NA	NA
RNU6-725P	0	NA	NA	NA	NA
LINC01139	0.448096945639553	-0.237269553598094	0.925190193125494	0.476822041774067	NA
AL359551.1	0	NA	NA	NA	NA
KRT18P32	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
MIPEPP2	0	NA	NA	NA	NA
AL583825.1	0	NA	NA	NA	NA
AL590135.1	0.676595625756472	0.0740387608711873	0.845972538505861	0.805813048735652	NA
AC093426.2	0	NA	NA	NA	NA
AC093426.1	0.198014733130415	0.11215539910237	0.90321320655103	0.711727518997593	NA
CHRM3-AS1	0.319747609466999	0.0533118638041132	0.878470714168245	0.871926381541984	NA
AL356361.2	0	NA	NA	NA	NA
AL356361.1	0.805644018039957	0.466484183634542	1.03757520546107	0.149722084791522	NA
AL356361.3	0	NA	NA	NA	NA
RPS7P5	0.366823399306215	0.1830002336757	0.916074493345717	0.503153634499959	NA
FMN2	0.198014733130415	0.11215539910237	0.90321320655103	0.711727518997593	NA
AL359918.1	0	NA	NA	NA	NA
ADH5P3	0.173436316636365	-0.0987961849362068	0.900471136575178	0.918861809899533	NA
AL359918.3	0	NA	NA	NA	NA
AL513342.1	0	NA	NA	NA	NA
AL590490.1	0	NA	NA	NA	NA
GREM2	0.183411699653107	0.110286592237651	0.902757645915862	0.711727518997593	NA
AL358176.1	0	NA	NA	NA	NA
AL358176.2	0	NA	NA	NA	NA
AL358176.4	0	NA	NA	NA	NA
RNU5F-8P	0	NA	NA	NA	NA
AL358176.5	0	NA	NA	NA	NA
AL590965.1	0	NA	NA	NA	NA
AL365184.2	0	NA	NA	NA	NA
AL365184.1	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
THAP12P8	0.273773616736494	-0.145861159608036	0.905831851408218	0.713083678234867	NA
RFKP1	0	NA	NA	NA	NA
MIR3123	0	NA	NA	NA	NA
AL592076.1	0	NA	NA	NA	NA
AL359764.1	0.721870562376047	-0.423176782726921	0.998565586503377	0.232865056716201	NA
AL359764.2	0.484423599953493	-0.0647712236467354	0.866961955388297	0.840536933209767	NA
AL359764.3	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
AL133390.1	0.766957542839858	-0.171360313624076	0.865506124097441	0.562104219401453	NA
WDR64	0	NA	NA	NA	NA
AL365366.1	0.924017971195768	-0.0690368618041702	0.821708985405748	0.842034114121462	NA
RPL23AP20	0.392846626003236	0.0259992034270989	0.872726019155044	0.86274174413628	NA
BECN2	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
MAP1LC3C	0	NA	NA	NA	NA
TUBB8P6	0	NA	NA	NA	NA
BX571673.1	0	NA	NA	NA	NA
PLD5	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
AL591686.2	0	NA	NA	NA	NA
RN7SKP12	0	NA	NA	NA	NA
AL591686.1	0	NA	NA	NA	NA
AL360271.2	0	NA	NA	NA	NA
RPL10AP5	0	NA	NA	NA	NA
AL360271.1	0	NA	NA	NA	NA
AC099785.1	0	NA	NA	NA	NA
RSL24D1P4	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
AL445675.1	0	NA	NA	NA	NA
AL445675.2	0	NA	NA	NA	NA
AL603825.1	0.345099778469583	0.0274931835922914	0.874938475636955	0.868466474286244	NA
AL606534.3	0	NA	NA	NA	NA
SEPTIN14P21	0.219410309366871	0.11466038038235	0.903845650194696	0.711727518997593	NA
AL606534.5	0	NA	NA	NA	NA
RNU6-747P	0	NA	NA	NA	NA
AL606534.1	0.381426432783523	0.218747531080121	0.922806720191867	0.453081861797108	NA
AL606534.2	0	NA	NA	NA	NA
FCF1P7	0.183411699653107	0.110286592237651	0.902757645915862	0.711727518997593	NA
MIR4677	0.815366052854126	-0.479324833904451	1.03077758964154	0.188573968945152	NA
AL591721.1	0	NA	NA	NA	NA
FABP7P1	0	NA	NA	NA	NA
AL662889.1	0	NA	NA	NA	NA
AKT3-IT1	0	NA	NA	NA	NA
LINC02774	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
AL590483.3	0.273773616736494	-0.145861159608036	0.905831851408218	0.713083678234867	NA
AL590483.1	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
RN7SL148P	0	NA	NA	NA	NA
AL590483.2	0	NA	NA	NA	NA
AL358177.1	0	NA	NA	NA	NA
C1orf100	0.901848642450779	0.139930152003512	0.837315039682591	0.684084959966363	NA
AL645465.1	0	NA	NA	NA	NA
TGIF2P1	0.420084909567128	-0.00367342209032676	0.86793847533432	0.983089345433174	NA
CYCSP5	0	NA	NA	NA	NA
AL451007.3	0	NA	NA	NA	NA
AL451007.2	0	NA	NA	NA	NA
BX323046.1	0.347759645539425	-0.186770329826616	0.912949375547859	0.596761497058607	NA
RN7SKP55	0	NA	NA	NA	NA
RNU6-947P	0	NA	NA	NA	NA
RNU6-1089P	0	NA	NA	NA	NA
RNU6-999P	0	NA	NA	NA	NA
AL589763.1	0	NA	NA	NA	NA
RNU1-132P	0	NA	NA	NA	NA
KIF26B-AS1	0	NA	NA	NA	NA
DNAJC19P8	0	NA	NA	NA	NA
AC104462.2	0	NA	NA	NA	NA
AC104462.1	0	NA	NA	NA	NA
AC118555.1	0.219410309366871	0.11466038038235	0.903845650194696	0.711727518997593	NA
AC092801.1	0.484423599953493	-0.0647712236467354	0.866961955388297	0.840536933209767	NA
CHCHD4P5	0	NA	NA	NA	NA
RNU6-1283P	0	NA	NA	NA	NA
SMYD3-IT1	0.247422345439296	-0.134731106967243	0.904533477321011	0.744639869010722	NA
AL356583.1	0	NA	NA	NA	NA
AL356583.2	0	NA	NA	NA	NA
LINC01743	0.183411699653107	0.110286592237651	0.902757645915862	0.711727518997593	NA
AL356583.4	0	NA	NA	NA	NA
AL356583.3	0	NA	NA	NA	NA
AL591623.1	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
AL591848.3	0.539931671342404	-0.0522800110007528	0.860676210264185	0.846640653144335	NA
AL591848.2	0	NA	NA	NA	NA
AL591848.1	0.417425042497286	0.234931663057858	0.927170702461201	0.419304176654743	NA
KIF28P	0.594294978712027	-0.3366159013008	0.956333896735167	0.329812077257725	NA
LINC01341	0.906427026048443	-0.0131269087151134	0.835966931902021	0.966733635736893	NA
AC113174.1	0	NA	NA	NA	NA
AC113174.2	0	NA	NA	NA	NA
AL512637.2	0	NA	NA	NA	NA
AL512637.1	0.173436316636365	-0.0987961849362068	0.900471136575178	0.918861809899533	NA
AL627095.1	0.219410309366871	0.11466038038235	0.903845650194696	0.711727518997593	NA
FGFR3P6	0	NA	NA	NA	NA
MIR3916	0	NA	NA	NA	NA
AL390728.5	0	NA	NA	NA	NA
VN1R17P	0	NA	NA	NA	NA
VN1R5	0	NA	NA	NA	NA
AC104335.1	0.739607169248047	-0.174483240945612	0.868469917387299	0.56935858669479	NA
AC104335.3	0	NA	NA	NA	NA
OR2B11	0	NA	NA	NA	NA
OR2W5	0.198014733130415	0.11215539910237	0.90321320655103	0.711727518997593	NA
GCSAML	0	NA	NA	NA	NA
OR2C3	0.173436316636365	-0.0987961849362068	0.900471136575178	0.918861809899533	NA
GCSAML-AS1	0	NA	NA	NA	NA
AL606804.1	0	NA	NA	NA	NA
OR2G2	0	NA	NA	NA	NA
OR2G3	0	NA	NA	NA	NA
AL606804.2	0	NA	NA	NA	NA
OR14L1P	0	NA	NA	NA	NA
AL390860.1	0	NA	NA	NA	NA
OR3D1P	0	NA	NA	NA	NA
OR13G1	0	NA	NA	NA	NA
OR6F1	0	NA	NA	NA	NA
AC118470.1	0	NA	NA	NA	NA
OR14A2	0	NA	NA	NA	NA
OR14K1	0	NA	NA	NA	NA
OR1C1	0	NA	NA	NA	NA
OR9H1P	0	NA	NA	NA	NA
OR14A16	0	NA	NA	NA	NA
HSD17B7P1	0	NA	NA	NA	NA
OR6R1P	0	NA	NA	NA	NA
OR11L1	0	NA	NA	NA	NA
TRIM58	0.173436316636365	-0.0987961849362068	0.900471136575178	0.918861809899533	NA
OR2W3	0	NA	NA	NA	NA
OR2T8	0	NA	NA	NA	NA
OR2AJ1	0	NA	NA	NA	NA
CLK3P2	0	NA	NA	NA	NA
OR2X1P	0	NA	NA	NA	NA
OR2L8	0	NA	NA	NA	NA
OR2AK2	0	NA	NA	NA	NA
OR2L9P	0	NA	NA	NA	NA
OR2L1P	0	NA	NA	NA	NA
AC099570.1	0	NA	NA	NA	NA
OR2L6P	0	NA	NA	NA	NA
OR2L5	0	NA	NA	NA	NA
AC099570.2	0	NA	NA	NA	NA
OR2L2	0.198014733130415	0.11215539910237	0.90321320655103	0.711727518997593	NA
AC099570.3	0	NA	NA	NA	NA
OR2L3	0	NA	NA	NA	NA
OR2T32P	0	NA	NA	NA	NA
OR2L13	0	NA	NA	NA	NA
OR2M1P	0	NA	NA	NA	NA
OR2M5	0.183411699653107	0.110286592237651	0.902757645915862	0.711727518997593	NA
OR2M2	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
OR2M3	0.294170090678336	-0.135619466751854	0.905958988297885	0.707991114343039	NA
OR2M4	0.219410309366871	0.11466038038235	0.903845650194696	0.711727518997593	NA
OR2T33	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
OR2T12	0	NA	NA	NA	NA
OR2M7	0	NA	NA	NA	NA
OR14C36	0	NA	NA	NA	NA
OR2T4	0	NA	NA	NA	NA
OR2T6	0	NA	NA	NA	NA
OR2T1	0	NA	NA	NA	NA
OR2T7	0	NA	NA	NA	NA
OR2T2	0	NA	NA	NA	NA
OR2T3	0	NA	NA	NA	NA
AC138089.1	0	NA	NA	NA	NA
OR2T5	0	NA	NA	NA	NA
OR2AS2P	0	NA	NA	NA	NA
OR2G6	0.320521361975533	-0.165737334761015	0.908787865736251	0.653083846008603	NA
AC098483.2	0	NA	NA	NA	NA
OR2AS1P	0	NA	NA	NA	NA
OR2T29	0	NA	NA	NA	NA
OR2T34	0	NA	NA	NA	NA
OR2T10	0	NA	NA	NA	NA
AC098483.1	0	NA	NA	NA	NA
AC098483.3	0	NA	NA	NA	NA
OR2T11	0	NA	NA	NA	NA
OR2T35	0	NA	NA	NA	NA
OR2T27	0	NA	NA	NA	NA
CR589904.2	0.914042588179026	-0.26498589096468	0.877765167685022	0.417281221255278	NA
OR14I1	0	NA	NA	NA	NA
LYPD9P	0	NA	NA	NA	NA
CR589904.1	0	NA	NA	NA	NA
AHCYP8	0	NA	NA	NA	NA
DPY19L4P1	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
AL672291.1	0	NA	NA	NA	NA
RNU6-1205P	0	NA	NA	NA	NA
RPL23AP25	0.273773616736494	-0.145861159608036	0.905831851408218	0.713083678234867	NA
AC079779.1	0	NA	NA	NA	NA
AC079779.2	0.366823399306215	0.1830002336757	0.916074493345717	0.503153634499959	NA
AC079779.3	0.477581790331443	-0.0498019890196049	0.867599023260287	0.88253738722162	NA
AC079779.4	0	NA	NA	NA	NA
LINC01865	0	NA	NA	NA	NA
AC105393.2	0	NA	NA	NA	NA
AC105393.1	0	NA	NA	NA	NA
LINC01874	0	NA	NA	NA	NA
AC093326.2	0	NA	NA	NA	NA
LINC01875	0	NA	NA	NA	NA
AC093326.1	0	NA	NA	NA	NA
AC092159.3	0.219410309366871	0.11466038038235	0.903845650194696	0.711727518997593	NA
AC092159.2	0	NA	NA	NA	NA
AC092159.1	0	NA	NA	NA	NA
AC116609.3	0	NA	NA	NA	NA
AC116609.2	0	NA	NA	NA	NA
AC116609.1	0	NA	NA	NA	NA
LINC01115	0	NA	NA	NA	NA
LINC01939	0	NA	NA	NA	NA
AC113607.1	0	NA	NA	NA	NA
SNTG2-AS1	0	NA	NA	NA	NA
SNTG2	0	NA	NA	NA	NA
AC114808.1	0	NA	NA	NA	NA
AC114808.2	0	NA	NA	NA	NA
AC108462.1	0	NA	NA	NA	NA
MYT1L	0.147085045339168	-0.0945979183981953	0.899716187177992	0.918861809899533	NA
AC093390.2	0	NA	NA	NA	NA
AC093390.1	0	NA	NA	NA	NA
MYT1L-AS1	0	NA	NA	NA	NA
AC018685.2	0.100337300100129	-0.0849722294113037	0.898267935260342	0.918861809899533	NA
AC018685.3	0	NA	NA	NA	NA
AC011995.2	0	NA	NA	NA	NA
AC018685.1	0	NA	NA	NA	NA
AC011995.1	0	NA	NA	NA	NA
LINC01250	0	NA	NA	NA	NA
AC019118.2	0.715028752753997	-0.406262087361739	0.989350534588949	0.246816774452332	NA
AC019118.1	0.84825908758969	0.204266859123194	0.852664347478724	0.551504218874474	NA
AC108488.1	0.474448216936751	-0.248065020902653	0.928178814941161	0.454435439205933	NA
AC010907.2	0	NA	NA	NA	NA
ALLC	0	NA	NA	NA	NA
GAPDHP48	0	NA	NA	NA	NA
AC010907.1	0	NA	NA	NA	NA
LINC01304	0	NA	NA	NA	NA
AC012445.1	0	NA	NA	NA	NA
NPM1P48	0	NA	NA	NA	NA
LINC01249	0	NA	NA	NA	NA
AC092169.1	0	NA	NA	NA	NA
RNU6-649P	0	NA	NA	NA	NA
AC073143.1	0	NA	NA	NA	NA
AC107057.1	0	NA	NA	NA	NA
LINC01248	0	NA	NA	NA	NA
